MLE,lower,upper,year,predict,scenario
93.44449916195238,76.01511340930794,98.28155521711601,2002,estimated,scen3
63.45718399139864,40.99054223475077,77.71661132891234,2003,estimated,scen3
12.480872581193236,6.7468025899011685,18.03002390727102,2004,estimated,scen3
72.28279699358407,48.94741601811994,85.24497993547703,2005,estimated,scen3
42.801373378185325,25.376180407293102,56.531460393945075,2006,estimated,scen3
12.717244467235167,6.878853674793173,18.35996863541862,2007,estimated,scen3
10.705839305262188,5.760540393182756,15.538348078264331,2008,estimated,scen3
7.919138439596374,4.23080260139459,11.577313507951036,2009,estimated,scen3
1.4910345148861248,0.7840496111578887,2.2155000571051686,2010,estimated,scen3
9.281783521709098,4.976020654842439,13.521657970412026,2011,estimated,scen3
2.922858534417627,1.5422988706969898,4.327570378094903,2012,estimated,scen3
6.2352581308322,3.3171184408261944,9.155011417334258,2013,estimated,scen3
4.621432240522827,2.448748398916334,6.813332931582661,2014,estimated,scen3
3.550198011304495,1.8761946143335595,5.248154685871487,2015,estimated,scen3
23.113988393980478,12.866031701846047,32.42944369428664,2016,estimated,scen3
8.797891134375735,6.144366927045908,11.37639383805844,2017,predicted,scen3
10.241521763354056,7.167888546728762,13.213388242129176,2018,predicted,scen3
3.244319409906815,2.1844574093273783,4.292697474186147,2019,predicted,scen3
15.31077519746753,10.834712014622294,19.5621417290766,2020,predicted,scen3
6.516356044710547,4.5003102850574965,8.489842079644639,2021,predicted,scen3
